10 11.730000 11.490000 10.970000 10.820000 10.820000
20 6.290000 5.990000 5.260000 4.970000 4.960000
30 5.640000 5.100000 4.510000 3.990000 3.910000
40 5.540000 5.180000 4.410000 3.850000 3.750000
50 5.590000 5.150000 4.340000 3.700000 3.640000
60 6.120000 5.530000 4.640000 3.950000 3.880000
70 6.170000 5.600000 4.590000 3.920000 3.850000
80 6.260000 5.720000 4.820000 4.100000 4.000000
90 6.640000 6.110000 4.870000 4.120000 4.100000
100 6.800000 6.120000 4.980000 4.420000 4.300000
