10 10.820000 9.700000 8.620000 8.680000 8.040000
20 4.970000 4.630000 4.280000 3.670000 3.440000
30 3.990000 3.720000 3.300000 3.270000 2.950000
40 3.850000 3.340000 2.970000 3.000000 2.910000
50 3.700000 3.460000 3.230000 3.060000 2.850000
60 3.950000 3.640000 3.380000 3.390000 3.060000
70 3.920000 3.990000 3.650000 3.510000 3.370000
80 4.100000 4.100000 3.740000 3.850000 3.710000
90 4.120000 4.970000 4.060000 4.490000 4.210000
100 4.420000 5.180000 4.840000 5.540000 4.830000
