
d1 0.0001 94.25 0.062063 0.052937
d1 1      94.25 0.079853 0.069547
d1 1000   94.25 0.062063 0.052937

d5 0.0001 96.65 0.037027 0.029973
d5 1      96.65 0.033500 0.003526
d5 1000   96.65 0.037027 0.029973

d8 0.0001 93.64 0.068383 0.058817
d8 1	  93.64 0.068383 0.058817
d8 1000	  93.64 0.068383 0.058817



